aa,ideal,MTI,imperferct24,
0,0,0,0,0
4,0,0,0,0
5,0,0,0,0
7,0,0,0,0
10,0,0,0,0
12,0,0,0,0
24,0,0,0,0
30,0,0,0,0
32,0,0,0,0
33,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
40,0,0,0,0
41,0,0,0,0
43,0,0,0,0
45,0,0,2,2
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,0,0,0,0
52,0,0,2,2
53,0,0,0,0
54,0,0,0,0
56,0,0,0,0
58,0,0,0,0
61,0,0,0,0
63,0,0,0,0
64,0,0,0,0
65,0,0,0,0
66,0,0,0,0
70,0,0,0,0
76,0,0,0,0
78,0,0,0,0
80,0,0,0,0
81,0,0,0,0
82,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,0,0,0,0
90,0,0,0,0
94,0,0,0,0
96,0,0,0,0
97,0,0,0,0
100,0,0,0,0
101,0,0,0,0
104,0,0,0,0
109,0,0,0,0
110,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
130,0,0,0,0
131,0,0,0,0
135,0,0,0,0
138,0,0,0,0
142,0,0,0,0
143,0,0,1,1
145,0,0,0,0
146,0,0,0,0
148,0,0,0,0
150,0,0,0,0
152,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,1,1
159,0,0,1,1
162,0,0,0,0
164,0,0,0,0
165,0,0,0,0
167,0,0,0,0
168,0,0,0,0
177,0,0,0,0
180,0,0,0,0
182,0,0,0,0
184,0,0,0,0
185,0,0,0,0
187,0,0,0,0
192,0,0,1,1
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
200,0,0,0,0
201,0,0,0,0
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
211,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
225,0,0,0,0
226,0,0,0,0
230,0,0,0,0
231,0,0,0,0
234,0,0,1,1
236,0,0,0,0
238,0,0,0,0
240,0,0,0,0
241,0,0,0,0
243,0,0,0,0
244,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
250,0,0,0,0
257,0,0,0,0
258,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,0,0,0,0
266,0,0,0,0
269,0,0,0,0
271,0,0,0,0
273,0,0,0,0
274,0,0,0,0
275,0,0,0,0
276,0,0,0,0
280,0,0,0,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
294,0,0,0,0
297,0,0,0,0
299,0,0,0,0
300,0,0,0,0
301,0,0,0,0
303,0,0,0,0
304,0,0,0,0
305,0,0,0,0
307,0,0,0,0
309,0,0,0,0
310,0,0,0,0
312,0,0,1,1
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
318,0,0,0,0
321,0,0,0,0
323,0,0,0,0
326,0,0,0,0
327,0,0,0,0
328,0,0,0,0
329,0,0,0,0
331,0,0,0,0
332,0,0,1,1
333,0,0,0,0
336,0,0,0,0
340,0,0,0,0
343,0,0,0,0
349,0,0,0,0
351,0,0,0,0
352,0,0,0,0
361,0,0,0,0
364,0,0,0,0
366,0,0,0,0
367,0,0,0,0
368,0,0,0,0
370,0,0,0,0
371,0,0,0,0
376,0,0,0,0
378,0,0,1,1
381,0,0,0,0
382,0,0,0,0
383,0,0,0,0
386,0,0,0,0
389,0,0,0,0
390,0,0,0,0
392,0,0,0,0
393,0,0,0,0
394,0,0,1,1
398,0,0,0,0
400,0,0,0,0
401,0,0,0,0
404,0,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,0,0,0
412,0,0,0,0
413,0,0,0,0
416,0,0,1,1
418,0,0,0,0
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
426,0,0,0,0
427,0,0,0,0
429,0,0,0,0
431,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
441,0,0,0,0
443,0,0,0,0
445,0,0,0,0
446,0,0,0,0
447,0,0,0,0
448,0,0,0,0
451,0,0,0,0
454,0,0,0,0
455,0,0,0,0
457,0,0,0,0
460,0,0,0,0
461,0,0,0,0
463,0,0,0,0
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
478,0,0,0,0
481,0,0,0,0
483,0,0,0,0
486,0,0,0,0
487,0,0,0,0
489,0,0,0,0
490,0,0,0,0
492,0,0,0,0
493,0,0,0,0
498,0,0,0,0
502,0,0,0,0
505,0,0,0,0
510,0,0,0,0
513,0,0,0,0
515,0,0,0,0
516,0,0,0,0
523,0,0,0,0
528,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,0,0,1,1
541,0,0,0,0
546,0,0,0,0
547,0,0,0,0
548,0,0,0,0
554,0,0,0,0
556,0,0,0,0
557,0,0,0,0
561,0,0,0,0
562,0,0,0,0
564,0,0,0,0
565,0,0,0,0
567,0,0,0,0
569,0,0,0,0
570,0,0,0,0
571,0,0,0,0
573,0,0,0,0
574,0,0,0,0
580,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,0,0,0,0
586,0,0,0,0
587,0,0,0,0
589,0,0,0,0
592,0,0,0,0
593,0,0,0,0
594,0,0,0,0
595,0,0,0,0
602,0,0,0,0
604,0,0,0,0
605,0,0,0,0
612,0,0,0,0
614,0,0,0,0
623,0,0,0,0
626,0,0,0,0
627,0,0,0,0
629,0,0,0,0
630,0,0,0,0
631,0,0,0,0
638,0,0,0,0
640,0,0,0,0
641,0,0,0,0
646,0,0,0,0
648,0,0,0,0
649,0,0,0,0
650,0,0,0,0
651,0,0,0,0
653,0,0,0,0
657,0,0,0,0
660,0,0,0,0
662,0,0,0,0
667,0,0,0,0
668,0,0,0,0
672,0,0,0,0
677,0,0,11,11
681,0,0,0,0
682,0,0,0,0
683,0,0,0,0
684,0,0,0,0
687,0,0,0,0
690,0,0,0,0
693,0,0,0,0
694,0,0,0,0
695,0,0,0,0
697,0,0,4,4
699,0,0,0,0
700,0,0,0,0
703,0,0,0,0
704,0,0,0,0
706,0,0,0,0
707,0,0,0,0
711,0,0,0,0
716,0,0,0,0
721,0,0,0,0
722,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,0,0,0
735,0,0,0,0
736,0,0,0,0
739,0,0,0,0
740,0,0,0,0
745,0,0,0,0
750,0,0,0,0
753,0,0,0,0
755,0,0,0,0
765,0,0,0,0
766,0,0,0,0
767,0,0,0,0
768,0,0,0,0
770,0,0,0,0
771,0,0,0,0
772,0,0,0,0
773,0,0,0,0
774,0,0,0,0
775,0,0,0,0
776,0,0,0,0
777,0,0,0,0
779,0,0,0,0
782,0,0,0,0
784,0,0,0,0
785,0,0,1,1
786,0,0,0,0
787,0,0,0,0
788,0,0,0,0
789,0,0,0,0
790,0,0,0,0
791,0,0,0,0
795,0,0,0,0
799,0,0,0,0
801,0,0,0,0
804,0,0,0,0
811,0,0,0,0
812,0,0,0,0
814,0,0,0,0
818,0,0,0,0
821,0,0,0,0
823,0,0,0,0
824,0,0,0,0
825,0,0,0,0
827,0,0,0,0
830,0,0,0,0
833,0,0,0,0
835,0,0,0,0
836,0,0,0,0
841,0,0,0,0
845,0,0,0,0
846,0,0,0,0
847,0,0,0,0
851,0,0,0,0
855,0,0,0,0
856,0,0,0,0
858,0,0,1,1
859,0,0,0,0
861,0,0,2,2
863,0,0,0,0
867,0,0,0,0
869,0,0,0,0
870,0,0,0,0
872,0,0,0,0
875,0,0,0,0
876,0,0,0,0
877,0,0,0,0
878,0,0,0,0
879,0,0,0,0
881,0,0,0,0
882,0,0,0,0
883,0,0,0,0
892,0,0,0,0
893,0,0,0,0
897,0,0,0,0
900,0,0,0,0
904,0,0,0,0
907,0,0,0,0
908,0,0,0,0
910,0,0,0,0
911,0,0,0,0
914,0,0,0,0
921,0,0,1,1
924,0,0,0,0
926,0,0,0,0
927,0,0,0,0
933,0,0,0,0
935,0,0,0,0
937,0,0,0,0
938,0,0,0,0
939,0,0,0,0
942,0,0,0,0
944,0,0,0,0
945,0,0,0,0
947,0,0,0,0
949,0,0,0,0
951,0,0,0,0
957,0,0,0,0
959,0,0,0,0
960,0,0,0,0
961,0,0,0,0
962,0,0,0,0
963,0,0,0,0
964,0,0,0,0
965,0,0,0,0
966,0,0,0,0
967,0,0,0,0
970,0,0,0,0
974,0,0,0,0
975,0,0,0,0
976,0,0,0,0
977,0,0,0,0
978,0,0,0,0
980,0,0,0,0
982,0,0,0,0
984,0,0,0,0
985,0,0,0,0
991,0,0,0,0
992,0,0,0,0
994,0,0,0,0
998,0,0,0,0
1001,0,0,0,0
1002,0,0,0,0
1003,0,0,0,0
1006,0,0,0,0
1007,0,0,0,0
1009,0,0,0,0
1010,0,0,0,0
1011,0,0,0,0
1013,0,0,0,0
1014,0,0,0,0
1015,0,0,0,0
1018,0,0,0,0
1020,0,0,0,0
1023,0,0,0,0
1029,0,0,0,0
1031,0,0,0,0
1032,0,0,0,0
1034,0,0,0,0
1037,0,0,0,0
1042,0,0,0,0
1052,0,0,0,0
1053,0,0,0,0
1054,0,0,0,0
1055,0,0,0,0
1056,0,0,0,0
1057,0,0,0,0
1058,0,0,0,0
1062,0,0,0,0
1064,0,0,0,0
1065,0,0,0,0
1067,0,0,0,0
1070,0,0,0,0
1071,0,0,3,3
1074,0,0,0,0
1077,0,0,0,0
1078,0,0,0,0
1082,0,0,0,0
1083,0,0,0,0
1089,0,0,0,0
1091,0,0,0,0
1099,0,0,0,0
1100,0,0,0,0
1106,0,0,0,0
1108,0,0,0,0
1111,0,0,0,0
1112,0,0,0,0
1115,0,0,0,0
1118,0,0,0,0
1121,0,0,0,0
1122,0,0,0,0
1123,0,0,0,0
1126,0,0,0,0
1127,0,0,0,0
1129,0,0,0,0
1133,0,0,0,0
1135,0,0,0,0
1136,0,0,0,0
1138,0,0,0,0
1139,0,0,0,0
1146,0,0,0,0
1147,0,0,2,2
1148,0,0,0,0
1149,0,0,0,0
1151,0,0,1,1
1152,0,0,0,0
1153,0,0,0,0
1159,0,0,0,0
1163,0,0,0,0
1166,0,0,1,1
1167,0,0,0,0
1168,0,0,0,0
1170,0,0,0,0
1172,0,0,0,0
1174,0,0,0,0
1175,0,0,0,0
1179,0,0,1,1
1182,0,0,0,0
1184,0,0,0,0
1186,0,0,0,0
1189,0,0,0,0
1195,0,0,0,0
1197,0,0,0,0
1198,0,0,0,0
1199,0,0,0,0
1200,0,0,0,0
1201,0,0,0,0
1202,0,0,0,0
1206,0,0,0,0
1207,0,0,0,0
1209,0,0,0,0
1212,0,0,0,0
1213,0,0,0,0
1216,0,0,0,0
1219,0,0,0,0
1232,0,0,0,0
1235,0,0,0,0
1236,0,0,0,0
1237,0,0,0,0
1239,0,0,1,1
1241,0,0,1,1
1244,0,0,0,0
1246,0,0,0,0
1249,0,0,0,0
1252,0,0,0,0
1254,0,0,0,0
1268,0,0,0,0
1269,0,0,1,1
1272,0,0,0,0
1274,0,0,0,0
1275,0,0,0,0
1278,0,0,0,0
1282,0,0,0,0
1283,0,0,0,0
1284,0,0,0,0
1285,0,0,0,0
1291,0,0,0,0
1295,0,0,0,0
1296,0,0,0,0
1297,0,0,0,0
1298,0,0,0,0
1300,0,0,0,0
1301,0,0,0,0
1302,0,0,0,0
1308,0,0,0,0
1310,0,0,0,0
1311,0,0,0,0
1315,0,0,4,4
1318,0,0,0,0
1319,0,0,0,0
1320,0,0,0,0
1321,0,0,0,0
1324,0,0,0,0
1325,0,0,0,0
1328,0,0,0,0
1330,0,0,0,0
1331,0,0,0,0
1332,0,0,0,0
1334,0,0,0,0
1335,0,0,0,0
1336,0,0,0,0
1337,0,0,0,0
1347,0,0,0,0
1348,0,0,1,1
1349,0,0,0,0
1350,0,0,0,0
1352,0,0,0,0
1360,0,0,0,0
1363,0,0,0,0
1365,0,0,0,0
1366,0,0,0,0
1367,0,0,0,0
1368,0,0,0,0
1370,0,0,0,0
1374,0,0,0,0
1375,0,0,0,0
1377,0,0,0,0
1381,0,0,1,1
1382,0,0,0,0
1383,0,0,0,0
1387,0,0,0,0
1390,0,0,0,0
1398,0,0,0,0
1400,0,0,0,0
1401,0,0,0,0
1402,0,0,0,0
1409,0,0,0,0
1416,0,0,0,0
1417,0,0,0,0
1418,0,0,0,0
1419,0,0,0,0
1421,0,0,0,0
1422,0,0,0,0
1423,0,0,0,0
1426,0,0,0,0
1427,0,0,0,0
1428,0,0,0,0
1429,0,0,0,0
1430,0,0,0,0
1431,0,0,0,0
1432,0,0,0,0
1433,0,0,0,0
1434,0,0,0,0
1435,0,0,0,0
1436,0,0,0,0
1438,0,0,0,0
1442,0,0,0,0
1445,0,0,0,0
1446,0,0,0,0
1447,0,0,0,0
1449,0,0,0,0
1450,0,0,0,0
1453,0,0,0,0
1454,0,0,0,0
1455,0,0,0,0
1457,0,0,0,0
1458,0,0,0,0
1460,0,0,1,1
1464,0,0,0,0
1465,0,0,0,0
1466,0,0,0,0
1467,0,0,0,0
1468,0,0,0,0
1471,0,0,0,0
1472,0,0,0,0
1475,0,0,0,0
1478,0,0,0,0
1480,0,0,0,0
1481,0,0,0,0
1484,0,0,0,0
1487,0,0,0,0
1488,0,0,0,0
1491,0,0,0,0
1492,0,0,0,0
1494,0,0,0,0
1496,0,0,0,0
1503,0,0,0,0
1506,0,0,0,0
1509,0,0,0,0
1514,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1520,0,0,0,0
1523,0,0,0,0
1524,0,0,0,0
1529,0,0,0,0
1533,0,0,0,0
1534,0,0,1,1
1536,0,0,0,0
1540,0,0,0,0
1543,0,0,0,0
1548,0,0,0,0
1549,0,0,0,0
1552,0,0,0,0
1554,0,0,0,0
1555,0,0,0,0
1556,0,0,0,0
1557,0,0,0,0
1560,0,0,0,0
1561,0,0,0,0
1568,0,0,0,0
1569,0,0,0,0
1571,0,0,0,0
1575,0,0,0,0
1577,0,0,0,0
1578,0,0,0,0
1579,0,0,0,0
1586,0,0,0,0
1588,0,0,0,0
1589,0,0,0,0
1594,0,0,0,0
1595,0,0,0,0
1598,0,0,0,0
1601,0,0,0,0
1602,0,0,5,5
1607,0,0,0,0
1608,0,0,0,0
1609,0,0,0,0
1625,0,0,0,0
1628,0,0,0,0
1629,0,0,0,0
1630,0,0,0,0
1631,0,0,0,0
1632,0,0,0,0
1633,0,0,0,0
1634,0,0,0,0
1638,0,0,0,0
1641,0,0,0,0
1643,0,0,0,0
1644,0,0,0,0
1646,0,0,0,0
1647,0,0,0,0
1654,0,0,0,0
1655,0,0,1,1
1657,0,0,0,0
1661,0,0,0,0
1664,0,0,0,0
1666,0,0,0,0
1667,0,0,0,0
1669,0,0,0,0
1677,0,0,0,0
1685,0,0,0,0
1688,0,0,0,0
1690,0,0,0,0
1691,0,0,0,0
1693,0,0,0,0
1696,0,0,0,0
1701,0,0,0,0
1702,0,0,0,0
1707,0,0,0,0
1709,0,0,0,0
1714,0,0,0,0
1716,0,0,0,0
1719,0,0,0,0
1722,0,0,0,0
1724,0,0,0,0
1726,0,0,0,0
1727,0,0,0,0
1731,0,0,0,0
1732,0,0,0,0
1741,0,0,0,0
1746,0,0,0,0
1747,0,0,0,0
1748,0,0,0,0
1749,0,0,0,0
1750,0,0,0,0
1751,0,0,1,1
1752,0,0,0,0
1753,0,0,0,0
1755,0,0,0,0
1756,0,0,0,0
1766,0,0,0,0
1767,0,0,0,0
1768,0,0,0,0
1769,0,0,0,0
1770,0,0,0,0
1771,0,0,0,0
1774,0,0,0,0
1776,0,0,0,0
1779,0,0,0,0
1780,0,0,0,0
1788,0,0,0,0
1789,0,0,0,0
1790,0,0,0,0
1791,0,0,0,0
1799,0,0,0,0
1802,0,0,0,0
1804,0,0,0,0
1810,0,0,0,0
1815,0,0,0,0
1818,0,0,0,0
1823,0,0,0,0
1824,0,0,0,0
1825,0,0,0,0
1828,0,0,0,0
1829,0,0,0,0
1833,0,0,0,0
1836,0,0,0,0
1838,0,0,0,0
1844,0,0,0,0
1845,0,0,0,0
1846,0,0,0,0
1848,0,0,0,0
1852,0,0,0,0
1854,0,0,0,0
1856,0,0,3,3
1857,0,0,0,0
1858,0,0,0,0
1864,0,0,0,0
1865,0,0,0,0
1866,0,0,0,0
1872,0,0,0,0
1876,0,0,0,0
1877,0,0,0,0
1878,0,0,0,0
1879,0,0,0,0
1880,0,0,10,10
1886,0,0,0,0
1887,0,0,0,0
1888,0,0,0,0
1889,0,0,0,0
1892,0,0,0,0
1895,0,0,0,0
1897,0,0,0,0
1898,0,0,0,0
1899,0,0,0,0
1900,0,0,0,0
1902,0,0,0,0
1903,0,0,0,0
1909,0,0,0,0
1922,0,0,0,0
1924,0,0,0,0
1926,0,0,0,0
1927,0,0,0,0
1928,0,0,0,0
1931,0,0,1,1
1933,0,0,0,0
1934,0,0,0,0
1936,0,0,0,0
1937,0,0,0,0
1938,0,0,0,0
1940,0,0,0,0
1944,0,0,0,0
1946,0,0,0,0
1950,0,0,0,0
1951,0,0,0,0
1952,0,0,0,0
1955,0,0,0,0
1956,0,0,0,0
1959,0,0,0,0
1960,0,0,0,0
1962,0,0,0,0
1966,0,0,0,0
1969,0,0,0,0
1971,0,0,0,0
1973,0,0,0,0
1976,0,0,0,0
1983,0,0,0,0
1987,0,0,0,0
1992,0,0,0,0
1993,0,0,0,0
1994,0,0,0,0
1995,0,0,0,0
1998,0,0,0,0
2002,0,0,0,0
2007,0,0,0,0
2008,0,0,0,0
2009,0,0,0,0
2010,0,0,0,0
2012,0,0,0,0
2013,0,0,0,0
2014,0,0,0,0
2018,0,0,0,0
2019,0,0,0,0
2021,0,0,0,0
2024,0,0,0,0
2028,0,0,0,0
2030,0,0,0,0
2032,0,0,0,0
2034,0,0,0,0
2038,0,0,0,0
2040,0,0,0,0
2046,0,0,0,0
2049,0,0,0,0
2055,0,0,0,0
2057,0,0,0,0
2067,0,0,0,0
2069,0,0,0,0
2071,0,0,0,0
2073,0,0,0,0
2074,0,0,0,0
2076,0,0,0,0
2086,0,0,0,0
2087,0,0,0,0
2090,0,0,0,0
2091,0,0,0,0
2093,0,0,0,0
2094,0,0,0,0
2095,0,0,0,0
2101,0,0,0,0
2102,0,0,0,0
2104,0,0,0,0
2105,0,0,0,0
2106,0,0,0,0
2110,0,0,0,0
2112,0,0,0,0
2115,0,0,0,0
2117,0,0,0,0
2119,0,0,0,0
2120,0,0,0,0
2122,0,0,0,0
2123,0,0,0,0
2131,0,0,0,0
2132,0,0,0,0
2134,0,0,0,0
2135,0,0,0,0
2139,0,0,0,0
2141,0,0,0,0
2143,0,0,0,0
2149,0,0,0,0
2150,0,0,0,0
2154,0,0,0,0
2155,0,0,0,0
2157,0,0,1,1
2159,0,0,0,0
2161,0,0,0,0
2164,0,0,0,0
2173,0,0,0,0
2174,0,0,1,1
2177,0,0,0,0
2178,0,0,0,0
2183,0,0,0,0
2187,0,0,0,0
2191,0,0,0,0
2194,0,0,0,0
2195,0,0,0,0
2196,0,0,0,0
2202,0,0,0,0
2203,0,0,0,0
2206,0,0,0,0
2209,0,0,0,0
2210,0,0,0,0
2211,0,0,2,2
2213,0,0,0,0
2214,0,0,0,0
2225,0,0,0,0
2226,0,0,0,0
2229,0,0,0,0
2230,0,0,0,0
2237,0,0,0,0
2243,0,0,0,0
2250,0,0,0,0
2251,0,0,0,0
2252,0,0,0,0
2253,0,0,0,0
2256,0,0,0,0
2260,0,0,0,0
2263,0,0,0,0
2264,0,0,0,0
2267,0,0,1,1
2268,0,0,0,0
2269,0,0,0,0
2273,0,0,0,0
2274,0,0,0,0
2275,0,0,0,0
2276,0,0,0,0
2277,0,0,0,0
2280,0,0,0,0
2281,0,0,0,0
2282,0,0,0,0
2284,0,0,0,0
2286,0,0,0,0
2289,0,0,1,1
2292,0,0,0,0
2294,0,0,0,0
2305,0,0,0,0
2306,0,0,0,0
2309,0,0,0,0
2313,0,0,0,0
2315,0,0,0,0
2317,0,0,0,0
2320,0,0,0,0
2321,0,0,0,0
2326,0,0,0,0
2327,0,0,0,0
2328,0,0,0,0
2330,0,0,0,0
2332,0,0,0,0
2333,0,0,1,1
2335,0,0,0,0
2336,0,0,0,0
2338,0,0,0,0
2339,0,0,0,0
2341,0,0,0,0
2342,0,0,0,0
2343,0,0,0,0
2347,0,0,0,0
2348,0,0,0,0
2349,0,0,0,0
2353,0,0,0,0
2354,0,0,0,0
2356,0,0,0,0
2357,0,0,0,0
2358,0,0,0,0
2359,0,0,0,0
2364,0,0,0,0
2367,0,0,0,0
2370,0,0,0,0
2371,0,0,0,0
2372,0,0,0,0
2375,0,0,0,0
2379,0,0,0,0
2383,0,0,0,0
2386,0,0,0,0
2387,0,0,0,0
2388,0,0,0,0
2392,0,0,0,0
2394,0,0,0,0
2395,0,0,0,0
2397,0,0,2,2
2401,0,0,0,0
2402,0,0,0,0
2405,0,0,0,0
2411,0,0,0,0
2412,0,0,0,0
2414,0,0,0,0
2415,0,0,0,0
2417,0,0,0,0
2421,0,0,0,0
2423,0,0,0,0
2426,0,0,1,1
2430,0,0,0,0
2432,0,0,0,0
2435,0,0,0,0
2439,0,0,0,0
2448,0,0,0,0
2450,0,0,0,0
2451,0,0,0,0
2452,0,0,0,0
2454,0,0,0,0
2461,0,0,1,1
2463,0,0,0,0
2465,0,0,0,0
2466,0,0,0,0
2467,0,0,1,1
2468,0,0,0,0
2470,0,0,0,0
2471,0,0,0,0
2474,0,0,0,0
2476,0,0,0,0
2479,0,0,0,0
2481,0,0,0,0
2482,0,0,0,0
2489,0,0,0,0
2492,0,0,0,0
2494,0,0,0,0
2495,0,0,0,0
2496,0,0,0,0
2498,0,0,0,0
2501,0,0,0,0
2502,0,0,0,0
2504,0,0,0,0
2506,0,0,0,0
2510,0,0,0,0
2512,0,0,0,0
2514,0,0,0,0
2515,0,0,0,0
2516,0,0,0,0
2522,0,0,0,0
2523,0,0,0,0
2527,0,0,0,0
2537,0,0,0,0
2538,0,0,0,0
2540,0,0,0,0
2543,0,0,0,0
2545,0,0,0,0
2548,0,0,0,0
2550,0,0,0,0
2553,0,0,0,0
2557,0,0,0,0
2562,0,0,0,0
2564,0,0,0,0
2565,0,0,0,0
2569,0,0,0,0
2571,0,0,0,0
2580,0,0,0,0
2582,0,0,0,0
2586,0,0,0,0
2588,0,0,0,0
2597,0,0,0,0
2599,0,0,0,0
2609,0,0,1,1
2612,0,0,0,0
2615,0,0,0,0
2621,0,0,0,0
2627,0,0,2,2
2630,0,0,0,0
2634,0,0,0,0
2635,0,0,0,0
2637,0,0,0,0
2643,0,0,0,0
2644,0,0,0,0
2645,0,0,0,0
2650,0,0,0,0
2654,0,0,0,0
2655,0,0,0,0
2656,0,0,0,0
2657,0,0,0,0
2658,0,0,0,0
2660,0,0,0,0
2663,0,0,0,0
2666,0,0,0,0
2667,0,0,0,0
2668,0,0,1,1
2669,0,0,0,0
2671,0,0,0,0
2675,0,0,0,0
2676,0,0,0,0
2677,0,0,0,0
2678,0,0,0,0
2681,0,0,0,0
2682,0,0,0,0
2683,0,0,0,0
2685,0,0,0,0
2692,0,0,0,0
2693,0,0,0,0
2701,0,0,0,0
2702,0,0,0,0
2703,0,0,0,0
2704,0,0,0,0
2705,0,0,0,0
2706,0,0,0,0
2707,0,0,0,0
2713,0,0,0,0
2716,0,0,0,0
2721,0,0,0,0
2723,0,0,0,0
2726,0,0,0,0
2727,0,0,0,0
2734,0,0,0,0
2736,0,0,0,0
2737,0,0,0,0
2740,0,0,0,0
2741,0,0,0,0
2742,0,0,0,0
2743,0,0,0,0
2748,0,0,0,0
2749,0,0,0,0
2750,0,0,0,0
2751,0,0,0,0
2752,0,0,1,1
2753,0,0,0,0
2755,0,0,0,0
2756,0,0,0,0
2757,0,0,0,0
2758,0,0,0,0
2763,0,0,0,0
2764,0,0,0,0
2765,0,0,0,0
2768,0,0,0,0
2769,0,0,0,0
2770,0,0,1,1
2775,0,0,0,0
2780,0,0,0,0
2781,0,0,0,0
2782,0,0,0,0
2786,0,0,0,0
2787,0,0,0,0
2788,0,0,0,0
2792,0,0,0,0
2795,0,0,0,0
2799,0,0,0,0
2800,0,0,0,0
2802,0,0,0,0
2803,0,0,0,0
2804,0,0,1,1
2806,0,0,0,0
2808,0,0,0,0
2809,0,0,0,0
2812,0,0,0,0
2813,0,0,1,1
2814,0,0,0,0
2815,0,0,0,0
2816,0,0,0,0
2820,0,0,0,0
2821,0,0,0,0
2822,0,0,0,0
2823,0,0,0,0
2824,0,0,0,0
2835,0,0,0,0
2836,0,0,1,1
2837,0,0,0,0
2838,0,0,0,0
2840,0,0,0,0
2850,0,0,0,0
2851,0,0,0,0
2855,0,0,0,0
2858,0,0,0,0
2860,0,0,0,0
2862,0,0,0,0
2863,0,0,0,0
2865,0,0,0,0
2869,0,0,0,0
2872,0,0,0,0
2873,0,0,1,1
2875,0,0,0,0
2876,0,0,0,0
2879,0,0,0,0
2881,0,0,0,0
2883,0,0,0,0
2885,0,0,0,0
2886,0,0,0,0
2889,0,0,0,0
2892,0,0,0,0
2899,0,0,0,0
2902,0,0,0,0
2903,0,0,0,0
2904,0,0,0,0
2905,0,0,0,0
2906,0,0,0,0
2909,0,0,0,0
2911,0,0,0,0
2913,0,0,0,0
2914,0,0,0,0
2915,0,0,0,0
2916,0,0,0,0
2920,0,0,0,0
2921,0,0,1,1
2922,0,0,0,0
2923,0,0,0,0
2924,0,0,0,0
2931,0,0,0,0
2932,0,0,0,0
2933,0,0,0,0
2937,0,0,0,0
2938,0,0,0,0
2939,0,0,0,0
2940,0,0,0,0
2948,0,0,0,0
2950,0,0,0,0
2951,0,0,0,0
2952,0,0,0,0
2954,0,0,0,0
2958,0,0,0,0
2959,0,0,0,0
2961,0,0,0,0
2963,0,0,0,0
2964,0,0,0,0
2966,0,0,0,0
2974,0,0,0,0
2976,0,0,0,0
2977,0,0,0,0
2991,0,0,0,0
2992,0,0,0,0
3001,0,0,0,0
3007,0,0,0,0
3010,0,0,0,0
3011,0,0,0,0
3012,0,0,0,0
3013,0,0,0,0
3015,0,0,0,0
3016,0,0,0,0
3019,0,0,0,0
3021,0,0,0,0
3022,0,0,0,0
3023,0,0,0,0
3024,0,0,0,0
3027,0,0,0,0
3028,0,0,0,0
3035,0,0,0,0
3038,0,0,0,0
3039,0,0,0,0
3040,0,0,0,0
3041,0,0,0,0
3045,0,0,0,0
3052,0,0,0,0
3053,0,0,0,0
3055,0,0,0,0
3056,0,0,0,0
3057,0,0,0,0
3060,0,0,0,0
3062,0,0,0,0
3064,0,0,0,0
3069,0,0,0,0
3078,0,0,0,0
3079,0,0,0,0
3084,0,0,0,0
3085,0,0,0,0
3086,0,0,0,0
3089,0,0,0,0
3090,0,0,0,0
3094,0,0,0,0
3100,0,0,0,0
3101,0,0,0,0
3105,0,0,0,0
3109,0,0,0,0
3110,0,0,0,0
3113,0,0,0,0
3114,0,0,0,0
3115,0,0,0,0
3121,0,0,0,0
3122,0,0,0,0
3124,0,0,0,0
3129,0,0,0,0
3131,0,0,0,0
3132,0,0,0,0
3135,0,0,0,0
3136,0,0,0,0
3139,0,0,0,0
3140,0,0,0,0
3142,0,0,0,0
3143,0,0,0,0
3146,0,0,0,0
3152,0,0,0,0
3153,0,0,0,0
3157,0,0,0,0
3158,0,0,0,0
3160,0,0,0,0
3161,0,0,0,0
3163,0,0,0,0
3165,0,0,0,0
3166,0,0,0,0
3169,0,0,0,0
3171,0,0,0,0
3173,0,0,0,0
3175,0,0,0,0
3176,0,0,0,0
3178,0,0,0,0
3182,0,0,0,0
